Pick Out,Family,Name (Stat Block),Name (As in Rule Book),AC:,Special,HD:,HD Sort #:,# Atk: ,Damage: ,Mvmt: ,# App: ,Save As: ,Morale: ,Treasure:,XP: ,Source,Quick Stats (Parenthesis),Quick Stats (Colon:),Parenthesis Text only,Colon Text only,Check vs. Rulebook
9,HUMANOID,Bugbear unarmored,Bugbear,13,Surprise on 1-3 on 1d6 wearing leather or less,3+1,3,1 weapon,1d8+1 or by weapon +1,40',2d4 Wild/Lair 5d4,F3,9,"Q, R each; B, L, M in lair",145,Rulebook,"Bugbear unarmored (AC 13, HD 3+1, #At 1 weapon, Dam 1d8+1 or by weapon +1, Mv 40', Sv F3, Ml 9)","Bugbear unarmored: AC 13, HD 3+1, #At 1 weapon, Dam 1d8+1 or by weapon +1, Mv 40', Sv F3, Ml 9","Bugbear unarmored (AC 13, HD 3+1, #At 1 weapon, Dam 1d8+1 or by weapon +1, Mv 40', Sv F3, Ml 9)","Bugbear unarmored: AC 13, HD 3+1, #At 1 weapon, Dam 1d8+1 or by weapon +1, Mv 40', Sv F3, Ml 9","Bugbear: AC 13, HD 3+1, #At 1 weapon, Dam 1d8+1 or by weapon +1, Mv 40', Sv F3, Ml 9, XP 145, #Ap 2d4 Wild/Lair 5d4"
9,HUMANOID,Bugbear Warrior armored,Bugbear,15,Surprise on 1-3 on 1d6 wearing leather or less,4+4,4,1 weapon,1d8+2 or by weapon +2,30',1 in 8,F4,10,"Q, R each; B, L, M in lair",240,Rulebook,"Bugbear Warrior armored (AC 15, HD 4+4, #At 1 weapon, Dam 1d8+2 or by weapon +2, Mv 30', Sv F4, Ml 10)","Bugbear Warrior armored: AC 15, HD 4+4, #At 1 weapon, Dam 1d8+2 or by weapon +2, Mv 30', Sv F4, Ml 10","Bugbear Warrior armored (AC 15, HD 4+4, #At 1 weapon, Dam 1d8+2 or by weapon +2, Mv 30', Sv F4, Ml 10)","Bugbear Warrior armored: AC 15, HD 4+4, #At 1 weapon, Dam 1d8+2 or by weapon +2, Mv 30', Sv F4, Ml 10","Bugbear: AC 15, HD 4+4, #At 1 weapon, Dam 1d8+2 or by weapon +2, Mv 30', Sv F4, Ml 10, XP 240, #Ap 1 in 8"
9,HUMANOID,Bugbear Warrior unarmored,Bugbear,13,Surprise on 1-3 on 1d6 wearing leather or less,4+4,4,1 weapon,1d8+2 or by weapon +2,40',1 in 8,F4,10,"Q, R each; B, L, M in lair",240,Rulebook,"Bugbear Warrior unarmored (AC 13, HD 4+4, #At 1 weapon, Dam 1d8+2 or by weapon +2, Mv 40', Sv F4, Ml 10)","Bugbear Warrior unarmored: AC 13, HD 4+4, #At 1 weapon, Dam 1d8+2 or by weapon +2, Mv 40', Sv F4, Ml 10","Bugbear Warrior unarmored (AC 13, HD 4+4, #At 1 weapon, Dam 1d8+2 or by weapon +2, Mv 40', Sv F4, Ml 10)","Bugbear Warrior unarmored: AC 13, HD 4+4, #At 1 weapon, Dam 1d8+2 or by weapon +2, Mv 40', Sv F4, Ml 10","Bugbear: AC 13, HD 4+4, #At 1 weapon, Dam 1d8+2 or by weapon +2, Mv 40', Sv F4, Ml 10, XP 240, #Ap 1 in 8"
9,HUMANOID,Bugbear Chieftain armored,Bugbear,15,Surprise on 1-3 on 1d6 wearing leather or less,6+6,6,1 weapon,1d8+3 or by weapon +3,30',In lair if 16+,F6,10,"Q, R each; B, L, M in lair",500,Rulebook,"Bugbear Chieftain armored (AC 15, HD 6+6, #At 1 weapon, Dam 1d8+3 or by weapon +3, Mv 30', Sv F6, Ml 10)","Bugbear Chieftain armored: AC 15, HD 6+6, #At 1 weapon, Dam 1d8+3 or by weapon +3, Mv 30', Sv F6, Ml 10","Bugbear Chieftain armored (AC 15, HD 6+6, #At 1 weapon, Dam 1d8+3 or by weapon +3, Mv 30', Sv F6, Ml 10)","Bugbear Chieftain armored: AC 15, HD 6+6, #At 1 weapon, Dam 1d8+3 or by weapon +3, Mv 30', Sv F6, Ml 10","Bugbear: AC 15, HD 6+6, #At 1 weapon, Dam 1d8+3 or by weapon +3, Mv 30', Sv F6, Ml 10, XP 500, #Ap In lair if 16+"
9,HUMANOID,Bugbear Chieftain unarmored,Bugbear,13,Surprise on 1-3 on 1d6 wearing leather or less,6+6,6,1 weapon,1d8+3 or by weapon +3,40',In lair if 16+,F6,10,"Q, R each; B, L, M in lair",500,Rulebook,"Bugbear Chieftain unarmored (AC 13, HD 6+6, #At 1 weapon, Dam 1d8+3 or by weapon +3, Mv 40', Sv F6, Ml 10)","Bugbear Chieftain unarmored: AC 13, HD 6+6, #At 1 weapon, Dam 1d8+3 or by weapon +3, Mv 40', Sv F6, Ml 10","Bugbear Chieftain unarmored (AC 13, HD 6+6, #At 1 weapon, Dam 1d8+3 or by weapon +3, Mv 40', Sv F6, Ml 10)","Bugbear Chieftain unarmored: AC 13, HD 6+6, #At 1 weapon, Dam 1d8+3 or by weapon +3, Mv 40', Sv F6, Ml 10","Bugbear: AC 13, HD 6+6, #At 1 weapon, Dam 1d8+3 or by weapon +3, Mv 40', Sv F6, Ml 10, XP 500, #Ap In lair if 16+"
9,SIMPLE LIFE,Giant Caecilia,"Caecilia, Giant",14,,6*,6,1 bite + swallow on 19/20,1d8 + 1d8/round if swallowed,20' (10'),1d3 Lair 1d3,F3,9,B,555,Rulebook,"Giant Caecilia (AC 14, HD 6*, #At 1 bite + swallow on 19/20, Dam 1d8 + 1d8/round if swallowed, Mv 20' (10'), Sv F3, Ml 9)","Giant Caecilia: AC 14, HD 6*, #At 1 bite + swallow on 19/20, Dam 1d8 + 1d8/round if swallowed, Mv 20' (10'), Sv F3, Ml 9","Giant Caecilia (AC 14, HD 6*, #At 1 bite + swallow on 19/20, Dam 1d8 + 1d8/round if swallowed, Mv 20' (10'), Sv F3, Ml 9)","Giant Caecilia: AC 14, HD 6*, #At 1 bite + swallow on 19/20, Dam 1d8 + 1d8/round if swallowed, Mv 20' (10'), Sv F3, Ml 9","Caecilia, Giant: AC 14, HD 6*, #At 1 bite + swallow on 19/20, Dam 1d8 + 1d8/round if swallowed, Mv 20' (10'), Sv F3, Ml 9, XP 555, #Ap 1d3 Lair 1d3"
9,ANIMAL,Camel,Camel,13,,2,2,1 bite/1 hoof,1/1d4,50' (10') [ 40' (10') ],Wild 2d4 ,F2,7,,75 ,Rulebook,"Camel (AC 13, HD 2, #At 1 bite/1 hoof, Dam 1/1d4, Mv 50' (10') [ 40' (10') ], Sv F2, Ml 7)","Camel: AC 13, HD 2, #At 1 bite/1 hoof, Dam 1/1d4, Mv 50' (10') [ 40' (10') ], Sv F2, Ml 7","Camel (AC 13, HD 2, #At 1 bite/1 hoof, Dam 1/1d4, Mv 50' (10') [ 40' (10') ], Sv F2, Ml 7)","Camel: AC 13, HD 2, #At 1 bite/1 hoof, Dam 1/1d4, Mv 50' (10') [ 40' (10') ], Sv F2, Ml 7","Camel: AC 13, HD 2, #At 1 bite/1 hoof, Dam 1/1d4, Mv 50' (10') [ 40' (10') ], Sv F2, Ml 7, XP 75 , #Ap Wild 2d4 "
9,INSECT,Giant Cave Locust,"Cave Locust, Giant",16,"Can spit up to 10' away against Armor Class 11 (+ Dexterity and magical bonuses, but no normal armor value). A stricken victim must save vs. Poison or be unable incapacitated 3d6 rounds due to a horrible smell.",2**,2,1 bite or 1 bump or 1 spit,1d2 or 1d4* or special,20' Fly 60' (15'),2-20 Wild 1-10,F2,5,,125,Rulebook,"Giant Cave Locust (AC 16, HD 2**, #At 1 bite or 1 bump or 1 spit, Dam 1d2 or 1d4* or special, Mv 20' Fly 60' (15'), Sv F2, Ml 5)","Giant Cave Locust: AC 16, HD 2**, #At 1 bite or 1 bump or 1 spit, Dam 1d2 or 1d4* or special, Mv 20' Fly 60' (15'), Sv F2, Ml 5","Giant Cave Locust (AC 16, HD 2**, #At 1 bite or 1 bump or 1 spit, Dam 1d2 or 1d4* or special, Mv 20' Fly 60' (15'), Sv F2, Ml 5)","Giant Cave Locust: AC 16, HD 2**, #At 1 bite or 1 bump or 1 spit, Dam 1d2 or 1d4* or special, Mv 20' Fly 60' (15'), Sv F2, Ml 5","Cave Locust, Giant: AC 16, HD 2**, #At 1 bite or 1 bump or 1 spit, Dam 1d2 or 1d4* or special, Mv 20' Fly 60' (15'), Sv F2, Ml 5, XP 125, #Ap 2-20 Wild 1-10"
9,HUMANOID,Caveman,Caveman,12,,2,2,1 weapon,1d8 or weapon + 1,40',1d10 Wild/Lair 10d4,F2,7,C,75,Rulebook,"Caveman (AC 12, HD 2, #At 1 weapon, Dam 1d8 or weapon + 1, Mv 40', Sv F2, Ml 7)","Caveman: AC 12, HD 2, #At 1 weapon, Dam 1d8 or weapon + 1, Mv 40', Sv F2, Ml 7","Caveman (AC 12, HD 2, #At 1 weapon, Dam 1d8 or weapon + 1, Mv 40', Sv F2, Ml 7)","Caveman: AC 12, HD 2, #At 1 weapon, Dam 1d8 or weapon + 1, Mv 40', Sv F2, Ml 7","Caveman: AC 12, HD 2, #At 1 weapon, Dam 1d8 or weapon + 1, Mv 40', Sv F2, Ml 7, XP 75, #Ap 1d10 Wild/Lair 10d4"
9,HUMANOID,Centaur,Centaur,15 (13),,4,4,2 hooves/1 weapon,1d6/1d6/1d6 or by weapon,50' Unarmored 60' (10'),Wild 2d10,F4,8,A,240,Rulebook,"Centaur (AC 15 (13), HD 4, #At 2 hooves/1 weapon, Dam 1d6/1d6/1d6 or by weapon, Mv 50' Unarmored 60' (10'), Sv F4, Ml 8)","Centaur: AC 15 (13), HD 4, #At 2 hooves/1 weapon, Dam 1d6/1d6/1d6 or by weapon, Mv 50' Unarmored 60' (10'), Sv F4, Ml 8","Centaur (AC 15 (13), HD 4, #At 2 hooves/1 weapon, Dam 1d6/1d6/1d6 or by weapon, Mv 50' Unarmored 60' (10'), Sv F4, Ml 8)","Centaur: AC 15 (13), HD 4, #At 2 hooves/1 weapon, Dam 1d6/1d6/1d6 or by weapon, Mv 50' Unarmored 60' (10'), Sv F4, Ml 8","Centaur: AC 15 (13), HD 4, #At 2 hooves/1 weapon, Dam 1d6/1d6/1d6 or by weapon, Mv 50' Unarmored 60' (10'), Sv F4, Ml 8, XP 240, #Ap Wild 2d10"
9,HUMANOID,Centaur armored,Centaur,13,,4,4,2 hooves/1 weapon,1d6/1d6/1d6 or by weapon,50' (10'),Wild 2d10,F4,8,A,240,Rulebook,"Centaur armored (AC 13, HD 4, #At 2 hooves/1 weapon, Dam 1d6/1d6/1d6 or by weapon, Mv 50' (10'), Sv F4, Ml 8)","Centaur armored: AC 13, HD 4, #At 2 hooves/1 weapon, Dam 1d6/1d6/1d6 or by weapon, Mv 50' (10'), Sv F4, Ml 8","Centaur armored (AC 13, HD 4, #At 2 hooves/1 weapon, Dam 1d6/1d6/1d6 or by weapon, Mv 50' (10'), Sv F4, Ml 8)","Centaur armored: AC 13, HD 4, #At 2 hooves/1 weapon, Dam 1d6/1d6/1d6 or by weapon, Mv 50' (10'), Sv F4, Ml 8","Centaur: AC 13, HD 4, #At 2 hooves/1 weapon, Dam 1d6/1d6/1d6 or by weapon, Mv 50' (10'), Sv F4, Ml 8, XP 240, #Ap Wild 2d10"
9,HUMANOID,Centaur unarmored,Centaur,15,,4,4,2 hooves/1 weapon,1d6/1d6/1d6 or by weapon,60' (10'),Wild 2d10,F4,8,A,240,Rulebook,"Centaur unarmored (AC 15, HD 4, #At 2 hooves/1 weapon, Dam 1d6/1d6/1d6 or by weapon, Mv 60' (10'), Sv F4, Ml 8)","Centaur unarmored: AC 15, HD 4, #At 2 hooves/1 weapon, Dam 1d6/1d6/1d6 or by weapon, Mv 60' (10'), Sv F4, Ml 8","Centaur unarmored (AC 15, HD 4, #At 2 hooves/1 weapon, Dam 1d6/1d6/1d6 or by weapon, Mv 60' (10'), Sv F4, Ml 8)","Centaur unarmored: AC 15, HD 4, #At 2 hooves/1 weapon, Dam 1d6/1d6/1d6 or by weapon, Mv 60' (10'), Sv F4, Ml 8","Centaur: AC 15, HD 4, #At 2 hooves/1 weapon, Dam 1d6/1d6/1d6 or by weapon, Mv 60' (10'), Sv F4, Ml 8, XP 240, #Ap Wild 2d10"
9,INSECT,Giant Centipede,"Centipede, Giant",11,,1d4 Hit Points*,0,1 bite,poison,40',2d4 Wild/Lair 2d4,NM,7,,13,Rulebook,"Giant Centipede (AC 11, HD 1d4 Hit Points*, #At 1 bite, Dam poison, Mv 40', Sv NM, Ml 7)","Giant Centipede: AC 11, HD 1d4 Hit Points*, #At 1 bite, Dam poison, Mv 40', Sv NM, Ml 7","Giant Centipede (AC 11, HD 1d4 Hit Points*, #At 1 bite, Dam poison, Mv 40', Sv NM, Ml 7)","Giant Centipede: AC 11, HD 1d4 Hit Points*, #At 1 bite, Dam poison, Mv 40', Sv NM, Ml 7","Centipede, Giant: AC 11, HD 1d4 Hit Points*, #At 1 bite, Dam poison, Mv 40', Sv NM, Ml 7, XP 13, #Ap 2d4 Wild/Lair 2d4"
9,FELINE,Cheetah,Cheetah,14,,2,2,2 claws/1 bite,"1d4/1d4/2d4,",100',"Wild 1d3, Lair 1d3",F2,7,,75,Rulebook,"Cheetah (AC 14, HD 2, #At 2 claws/1 bite, Dam 1d4/1d4/2d4,, Mv 100', Sv F2, Ml 7)","Cheetah: AC 14, HD 2, #At 2 claws/1 bite, Dam 1d4/1d4/2d4,, Mv 100', Sv F2, Ml 7","Cheetah (AC 14, HD 2, #At 2 claws/1 bite, Dam 1d4/1d4/2d4,, Mv 100', Sv F2, Ml 7)","Cheetah: AC 14, HD 2, #At 2 claws/1 bite, Dam 1d4/1d4/2d4,, Mv 100', Sv F2, Ml 7","Cheetah: AC 14, HD 2, #At 2 claws/1 bite, Dam 1d4/1d4/2d4,, Mv 100', Sv F2, Ml 7, XP 75, #Ap Wild 1d3, Lair 1d3"
9,CHIMERA,Chimera,Chimera,16,"The dragon head is either black, blue, green, red, or white (and the breath weapon with the same) effecting a cone a 50' long cone with a 10' wide end for 3d6 points of damage (save vs. Dragon Breath for half damage).",9** (+8),9,2 claws/3 heads + special,1d4/1d4/2d4/2d4/3d4 + special,40' (10') Fly 60' (15'),1d2 Wild/Lair 1d4,F9,9,F,"1,225",Rulebook,"Chimera (AC 16, HD 9** (+8), #At 2 claws/3 heads + special, Dam 1d4/1d4/2d4/2d4/3d4 + special, Mv 40' (10') Fly 60' (15'), Sv F9, Ml 9)","Chimera: AC 16, HD 9** (+8), #At 2 claws/3 heads + special, Dam 1d4/1d4/2d4/2d4/3d4 + special, Mv 40' (10') Fly 60' (15'), Sv F9, Ml 9","Chimera (AC 16, HD 9** (+8), #At 2 claws/3 heads + special, Dam 1d4/1d4/2d4/2d4/3d4 + special, Mv 40' (10') Fly 60' (15'), Sv F9, Ml 9)","Chimera: AC 16, HD 9** (+8), #At 2 claws/3 heads + special, Dam 1d4/1d4/2d4/2d4/3d4 + special, Mv 40' (10') Fly 60' (15'), Sv F9, Ml 9","Chimera: AC 16, HD 9** (+8), #At 2 claws/3 heads + special, Dam 1d4/1d4/2d4/2d4/3d4 + special, Mv 40' (10') Fly 60' (15'), Sv F9, Ml 9, XP 1,225, #Ap 1d2 Wild/Lair 1d4"
9,FANTASTIC,Cockatrice,Cockatrice,14,,5**,5,1 beak + special,1d6 + petrification,30' Fly 60' (10'),1d4 Wild/Lair 1d8,F5,7,D,450,Rulebook,"Cockatrice (AC 14, HD 5**, #At 1 beak + special, Dam 1d6 + petrification, Mv 30' Fly 60' (10'), Sv F5, Ml 7)","Cockatrice: AC 14, HD 5**, #At 1 beak + special, Dam 1d6 + petrification, Mv 30' Fly 60' (10'), Sv F5, Ml 7","Cockatrice (AC 14, HD 5**, #At 1 beak + special, Dam 1d6 + petrification, Mv 30' Fly 60' (10'), Sv F5, Ml 7)","Cockatrice: AC 14, HD 5**, #At 1 beak + special, Dam 1d6 + petrification, Mv 30' Fly 60' (10'), Sv F5, Ml 7","Cockatrice: AC 14, HD 5**, #At 1 beak + special, Dam 1d6 + petrification, Mv 30' Fly 60' (10'), Sv F5, Ml 7, XP 450, #Ap 1d4 Wild/Lair 1d8"
9,AQUATIC,Giant Crab,"Crab, Giant",18,,3,3,2 pincers,2d6/2d6,20' Swim 20',1d2 Wild/Lair 1d6,F3,7,,145,Rulebook,"Giant Crab (AC 18, HD 3, #At 2 pincers, Dam 2d6/2d6, Mv 20' Swim 20', Sv F3, Ml 7)","Giant Crab: AC 18, HD 3, #At 2 pincers, Dam 2d6/2d6, Mv 20' Swim 20', Sv F3, Ml 7","Giant Crab (AC 18, HD 3, #At 2 pincers, Dam 2d6/2d6, Mv 20' Swim 20', Sv F3, Ml 7)","Giant Crab: AC 18, HD 3, #At 2 pincers, Dam 2d6/2d6, Mv 20' Swim 20', Sv F3, Ml 7","Crab, Giant: AC 18, HD 3, #At 2 pincers, Dam 2d6/2d6, Mv 20' Swim 20', Sv F3, Ml 7, XP 145, #Ap 1d2 Wild/Lair 1d6"
9,AQUATIC,Giant Crocodile,"Crocodile, Giant",19,,15 (+11),15,1 bite,3d8,30' (10') Swim 30' (10'),Wild 1d3,F15,9,,"2,850",Rulebook,"Giant Crocodile (AC 19, HD 15 (+11), #At 1 bite, Dam 3d8, Mv 30' (10') Swim 30' (10'), Sv F15, Ml 9)","Giant Crocodile: AC 19, HD 15 (+11), #At 1 bite, Dam 3d8, Mv 30' (10') Swim 30' (10'), Sv F15, Ml 9","Giant Crocodile (AC 19, HD 15 (+11), #At 1 bite, Dam 3d8, Mv 30' (10') Swim 30' (10'), Sv F15, Ml 9)","Giant Crocodile: AC 19, HD 15 (+11), #At 1 bite, Dam 3d8, Mv 30' (10') Swim 30' (10'), Sv F15, Ml 9","Crocodile, Giant: AC 19, HD 15 (+11), #At 1 bite, Dam 3d8, Mv 30' (10') Swim 30' (10'), Sv F15, Ml 9, XP 2,850, #Ap Wild 1d3"
9,AQUATIC,Large Crocodile,"Crocodile, Large",17,,6,6,1 bite,2d8,30' (10') Swim 30' (10'),Wild 1d4 ,F6,8,None ,500 ,Rulebook,"Large Crocodile (AC 17, HD 6, #At 1 bite, Dam 2d8, Mv 30' (10') Swim 30' (10'), Sv F6, Ml 8)","Large Crocodile: AC 17, HD 6, #At 1 bite, Dam 2d8, Mv 30' (10') Swim 30' (10'), Sv F6, Ml 8","Large Crocodile (AC 17, HD 6, #At 1 bite, Dam 2d8, Mv 30' (10') Swim 30' (10'), Sv F6, Ml 8)","Large Crocodile: AC 17, HD 6, #At 1 bite, Dam 2d8, Mv 30' (10') Swim 30' (10'), Sv F6, Ml 8","Crocodile, Large: AC 17, HD 6, #At 1 bite, Dam 2d8, Mv 30' (10') Swim 30' (10'), Sv F6, Ml 8, XP 500 , #Ap Wild 1d4 "
9,AQUATIC,Crocodile,"Crocodile, Normal",15,,2,2,1 bite,1d8,30' (10') Swim 30' (10'),Wild 1d8 ,F2,7,None ,75 ,Rulebook,"Crocodile (AC 15, HD 2, #At 1 bite, Dam 1d8, Mv 30' (10') Swim 30' (10'), Sv F2, Ml 7)","Crocodile: AC 15, HD 2, #At 1 bite, Dam 1d8, Mv 30' (10') Swim 30' (10'), Sv F2, Ml 7","Crocodile (AC 15, HD 2, #At 1 bite, Dam 1d8, Mv 30' (10') Swim 30' (10'), Sv F2, Ml 7)","Crocodile: AC 15, HD 2, #At 1 bite, Dam 1d8, Mv 30' (10') Swim 30' (10'), Sv F2, Ml 7","Crocodile, Normal: AC 15, HD 2, #At 1 bite, Dam 1d8, Mv 30' (10') Swim 30' (10'), Sv F2, Ml 7, XP 75 , #Ap Wild 1d8 "
9,ANIMAL,Deer,Deer,13,,1,1,1 butt,1d4,80' (10'),Wild 3d10,F1,5 (7),,25,Antelope in Rulebook,"Deer (AC 13, HD 1, #At 1 butt, Dam 1d4, Mv 80' (10'), Sv F1, Ml 5 (7))","Deer: AC 13, HD 1, #At 1 butt, Dam 1d4, Mv 80' (10'), Sv F1, Ml 5 (7)","Deer (AC 13, HD 1, #At 1 butt, Dam 1d4, Mv 80' (10'), Sv F1, Ml 5 (7))","Deer: AC 13, HD 1, #At 1 butt, Dam 1d4, Mv 80' (10'), Sv F1, Ml 5 (7)","Deer: AC 13, HD 1, #At 1 butt, Dam 1d4, Mv 80' (10'), Sv F1, Ml 5 (7), XP 25, #Ap Wild 3d10"
9,PREHISTORIC,Deinonychus,"Dinosaur, Deinonychus",15,,3,3,1 bite,1d8,50',"1d3, Wild 2d3, Lair 2d6",F3,8,,145,Rulebook,"Deinonychus (AC 15, HD 3, #At 1 bite, Dam 1d8, Mv 50', Sv F3, Ml 8)","Deinonychus: AC 15, HD 3, #At 1 bite, Dam 1d8, Mv 50', Sv F3, Ml 8","Deinonychus (AC 15, HD 3, #At 1 bite, Dam 1d8, Mv 50', Sv F3, Ml 8)","Deinonychus: AC 15, HD 3, #At 1 bite, Dam 1d8, Mv 50', Sv F3, Ml 8","Dinosaur, Deinonychus: AC 15, HD 3, #At 1 bite, Dam 1d8, Mv 50', Sv F3, Ml 8, XP 145, #Ap 1d3, Wild 2d3, Lair 2d6"
9,CAT,Displacer,Displacer,16,,6*,6,2 blades,1d8/1d8,50',1d4,F6,8,D,555,Rulebook,"Displacer (AC 16, HD 6*, #At 2 blades, Dam 1d8/1d8, Mv 50', Sv F6, Ml 8)","Displacer: AC 16, HD 6*, #At 2 blades, Dam 1d8/1d8, Mv 50', Sv F6, Ml 8","Displacer (AC 16, HD 6*, #At 2 blades, Dam 1d8/1d8, Mv 50', Sv F6, Ml 8)","Displacer: AC 16, HD 6*, #At 2 blades, Dam 1d8/1d8, Mv 50', Sv F6, Ml 8","Displacer: AC 16, HD 6*, #At 2 blades, Dam 1d8/1d8, Mv 50', Sv F6, Ml 8, XP 555, #Ap 1d4"
9,ELEMENTAL BEING,Djinni*,Djinni*,15 ‡,,7+1*,7,1 fist or 1 whirlwind,2d8 or 2d6,30' Fly 80',1,F12,12 (8),,800,Rulebook,"Djinni* (AC 15 ‡, HD 7+1*, #At 1 fist or 1 whirlwind, Dam 2d8 or 2d6, Mv 30' Fly 80', Sv F12, Ml 12 (8))","Djinni*: AC 15 ‡, HD 7+1*, #At 1 fist or 1 whirlwind, Dam 2d8 or 2d6, Mv 30' Fly 80', Sv F12, Ml 12 (8)","Djinni* (AC 15 ‡, HD 7+1*, #At 1 fist or 1 whirlwind, Dam 2d8 or 2d6, Mv 30' Fly 80', Sv F12, Ml 12 (8))","Djinni*: AC 15 ‡, HD 7+1*, #At 1 fist or 1 whirlwind, Dam 2d8 or 2d6, Mv 30' Fly 80', Sv F12, Ml 12 (8)","Djinni*: AC 15 ‡, HD 7+1*, #At 1 fist or 1 whirlwind, Dam 2d8 or 2d6, Mv 30' Fly 80', Sv F12, Ml 12 (8), XP 800, #Ap 1"
9,CANINE,Dog,"Dog, Normal",14,,1+1,1,1 bite,1d4 + hold,50',Wild 3d4 ,F1,9,None ,25 ,Rulebook,"Dog (AC 14, HD 1+1, #At 1 bite, Dam 1d4 + hold, Mv 50', Sv F1, Ml 9)","Dog: AC 14, HD 1+1, #At 1 bite, Dam 1d4 + hold, Mv 50', Sv F1, Ml 9","Dog (AC 14, HD 1+1, #At 1 bite, Dam 1d4 + hold, Mv 50', Sv F1, Ml 9)","Dog: AC 14, HD 1+1, #At 1 bite, Dam 1d4 + hold, Mv 50', Sv F1, Ml 9","Dog, Normal: AC 14, HD 1+1, #At 1 bite, Dam 1d4 + hold, Mv 50', Sv F1, Ml 9, XP 25 , #Ap Wild 3d4 "
9,CANINE,Riding Dog,"Dog, Riding",14,,2,2,1 bite,1d4+1 + hold,50',domestic only,F2,9,,75,Rulebook,"Riding Dog (AC 14, HD 2, #At 1 bite, Dam 1d4+1 + hold, Mv 50', Sv F2, Ml 9)","Riding Dog: AC 14, HD 2, #At 1 bite, Dam 1d4+1 + hold, Mv 50', Sv F2, Ml 9","Riding Dog (AC 14, HD 2, #At 1 bite, Dam 1d4+1 + hold, Mv 50', Sv F2, Ml 9)","Riding Dog: AC 14, HD 2, #At 1 bite, Dam 1d4+1 + hold, Mv 50', Sv F2, Ml 9","Dog, Riding: AC 14, HD 2, #At 1 bite, Dam 1d4+1 + hold, Mv 50', Sv F2, Ml 9, XP 75, #Ap domestic only"
9,HORSE,Donkey,Donkey,13,,2,2,1 bite,1d2,40' (10'),Wild 2d4 ,F2,7,,75 ,Rulebook,"Donkey (AC 13, HD 2, #At 1 bite, Dam 1d2, Mv 40' (10'), Sv F2, Ml 7)","Donkey: AC 13, HD 2, #At 1 bite, Dam 1d2, Mv 40' (10'), Sv F2, Ml 7","Donkey (AC 13, HD 2, #At 1 bite, Dam 1d2, Mv 40' (10'), Sv F2, Ml 7)","Donkey: AC 13, HD 2, #At 1 bite, Dam 1d2, Mv 40' (10'), Sv F2, Ml 7","Donkey: AC 13, HD 2, #At 1 bite, Dam 1d2, Mv 40' (10'), Sv F2, Ml 7, XP 75 , #Ap Wild 2d4 "
9,FANTASTIC,Doppleganger,Doppleganger,15,,4*,4,1 fist,1d12 or by weapon,30',1d6 Wild/Lair 1d6,F4,10,E,280,Rulebook,"Doppleganger (AC 15, HD 4*, #At 1 fist, Dam 1d12 or by weapon, Mv 30', Sv F4, Ml 10)","Doppleganger: AC 15, HD 4*, #At 1 fist, Dam 1d12 or by weapon, Mv 30', Sv F4, Ml 10","Doppleganger (AC 15, HD 4*, #At 1 fist, Dam 1d12 or by weapon, Mv 30', Sv F4, Ml 10)","Doppleganger: AC 15, HD 4*, #At 1 fist, Dam 1d12 or by weapon, Mv 30', Sv F4, Ml 10","Doppleganger: AC 15, HD 4*, #At 1 fist, Dam 1d12 or by weapon, Mv 30', Sv F4, Ml 10, XP 280, #Ap 1d6 Wild/Lair 1d6"
9,DRAGON KIND,Dragon Turtle,Dragon Turtle,22,Immune to virtually all poisons.,30**,30,2 claws/1 bite or breath,2d8/2d8/10d6 or 30d8,10' (10') Swim 30' (15'),Wild 1,F20 (+5),10,H,"13,650",Rulebook,"Dragon Turtle (AC 22, HD 30**, #At 2 claws/1 bite or breath, Dam 2d8/2d8/10d6 or 30d8, Mv 10' (10') Swim 30' (15'), Sv F20 (+5), Ml 10)","Dragon Turtle: AC 22, HD 30**, #At 2 claws/1 bite or breath, Dam 2d8/2d8/10d6 or 30d8, Mv 10' (10') Swim 30' (15'), Sv F20 (+5), Ml 10","Dragon Turtle (AC 22, HD 30**, #At 2 claws/1 bite or breath, Dam 2d8/2d8/10d6 or 30d8, Mv 10' (10') Swim 30' (15'), Sv F20 (+5), Ml 10)","Dragon Turtle: AC 22, HD 30**, #At 2 claws/1 bite or breath, Dam 2d8/2d8/10d6 or 30d8, Mv 10' (10') Swim 30' (15'), Sv F20 (+5), Ml 10","Dragon Turtle: AC 22, HD 30**, #At 2 claws/1 bite or breath, Dam 2d8/2d8/10d6 or 30d8, Mv 10' (10') Swim 30' (15'), Sv F20 (+5), Ml 10, XP 13,650, #Ap Wild 1"
